Address,latitude,longtitude,bedrooms,Baths,Space,Price,Description,School Index,Hos Index,Market Index,Crime Index,County
1580 Gaylor Cir SE,33.84253,-84.50842,5,4,"4,043","$535,000 ","5 bed, 4 bath townhouse in 1580 Gaylor Cir SE",17.3000596,10.35177373,16.21797461,1.390685304,Cobb
5238 Timber Ridge Rd,33.992782,-84.398498,4,3.5,"3,213","$459,000 ","4 bed, 3.5 bath townhouse in 5238 Timber Ridge Rd",19.31602538,18.22336106,19.545172,0.841971368,Cobb
338 Niblewill Pl,34.008857,-84.557647,6,5,"1,776","$189,900 ","6 bed, 5 bath townhouse in 338 Niblewill Pl",23.58978243,22.34511852,30.23227478,0.641824573,Cobb
4433 Grove Dr NW,34.06437,-84.647757,3,2,"1,436","$160,000 ","3 bed, 2 bath townhouse in 4433 Grove Dr NW",31.70761523,33.72812923,40.82486794,0.472935041,Cobb
4725 Talleybrook Dr NW,33.981687,-84.68522,7,7,"7,165","$750,000 ","7 bed, 7 bath townhouse in 4725 Talleybrook Dr NW",29.28557981,32.80218021,39.61582176,0.499884906,Cobb
4845 Brown Leaf Dr,33.828952,-84.703399,4,3,"3,024","$232,500 ","4 bed, 3 bath townhouse in 4845 Brown Leaf Dr",32.77576475,33.73380839,36.28550056,0.565515312,Cobb
3416 Washington Commons Ave NW,34.035693,-84.650098,3,2.5,"2,327","$205,000 ","3 bed, 2.5 bath townhouse in 3416 Washington Commons Ave NW",23.9494788,31.29364179,39.31038817,0.495534786,Cobb
1291 Center St SW,33.823981,-84.591996,3,2,"1,512","$119,900 ","3 bed, 2 bath townhouse in 1291 Center St SW",20.28442078,19.85202076,24.0659738,0.906033058,Cobb
370 Vinings Vintage Cir,33.801654,-84.544929,3,2.5,"2,346","$260,000 ","3 bed, 2.5 bath townhouse in 370 Vinings Vintage Cir",19.24284773,17.2441057,18.26487807,1.281031807,Cobb
3502 Belridge Ln SE,33.868873,-84.496391,5,5,"3,608","$449,900 ","5 bed, 5 bath townhouse in 3502 Belridge Ln SE",16.08577009,9.973216707,16.28101256,1.296659723,Cobb
1558 Asheforde Dr,33.987041,-84.386122,5,3.5,"4,149","$599,000 ","5 bed, 3.5 bath townhouse in 1558 Asheforde Dr",19.88160376,17.4408924,18.52010575,0.860783606,Cobb
4169 Liberty Trce,34.04962,-84.464772,4,2.5,"2,832","$274,999 ","4 bed, 2.5 bath townhouse in 4169 Liberty Trce",20.52207129,24.17205687,27.46135384,0.656801543,Cobb
2324 Old Villa Rica Rd,33.897644,-84.668762,5,6,"7,676","$1,285,000 ","5 bed, 6 bath townhouse in 2324 Old Villa Rica Rd",25.9997129,29.1237613,34.49372469,0.591261438,Cobb
4325 Alison Jane Dr NE,34.053994,-84.526845,4,2.5,"2,568","$230,000 ","4 bed, 2.5 bath townhouse in 4325 Alison Jane Dr NE",24.34129754,26.10402761,31.30114957,0.60017701,Cobb
2303 Arabian Dr NE,34.00861,-84.468407,5,5,"4,732","$594,900 ","5 bed, 5 bath townhouse in 2303 Arabian Dr NE",18.54828913,21.10684735,24.32793281,0.753966406,Cobb
2651 Nicholas Ct NE,34.014251,-84.483626,4,2.5,"2,392","$255,900 ","4 bed, 2.5 bath townhouse in 2651 Nicholas Ct NE",19.51041109,21.84851946,25.64538476,0.723816418,Cobb
2605 Brigadier Ct SW,33.951578,-84.632226,4,2.5,"3,224","$299,900 ","4 bed, 2.5 bath townhouse in 2605 Brigadier Ct SW",26.29903066,24.26846403,33.21173354,0.605303674,Cobb
3664 Sutters Pond Ct NW,33.987735,-84.659004,5,4,"3,400","$454,900 ","5 bed, 4 bath townhouse in 3664 Sutters Pond Ct NW",28.26396629,28.92801204,37.4810896,0.528115712,Cobb
440 Oriole Dr SE,33.939517,-84.494728,3,1.5,"1,080","$160,000 ","3 bed, 1.5 bath townhouse in 440 Oriole Dr SE",16.28675469,16.19869496,20.90540125,0.941297576,Cobb
1227 Parkside Village Dr NW,33.9818,-84.569694,3,3.5,"3,242","$374,900 ","3 bed, 3.5 bath townhouse in 1227 Parkside Village Dr NW",23.2377194,19.75466231,29.43681294,0.670728048,Cobb
3191 Gus Robinson Rd,33.905277,-84.646705,3,2,"1,425","$65,000 ","3 bed, 2 bath townhouse in 3191 Gus Robinson Rd",25.49909601,26.335532,32.55399563,0.628224988,Cobb
3503 Belridge Ln SE,33.869186,-84.496017,4,3.5,"3,727","$459,900 ","4 bed, 3.5 bath townhouse in 3503 Belridge Ln SE",16.0979015,10.03651225,16.2595138,1.296895867,Cobb
1845 Edington Rd SW,33.907775,-84.632192,5,2.5,"2,334","$275,000 ","5 bed, 2.5 bath townhouse in 1845 Edington Rd SW",23.68865248,24.56695572,31.21785209,0.656655897,Cobb
1343 Velvet Creek Way SW,33.871617,-84.59406,4,2.5,"2,191","$199,900 ","4 bed, 2.5 bath townhouse in 1343 Velvet Creek Way SW",21.3244502,17.42378241,25.95727488,0.81456828,Cobb
1326 Levine Ln NW,33.997971,-84.615424,5,4,"3,000","$473,775 ","5 bed, 4 bath townhouse in 1326 Levine Ln NW",26.12071649,18.50573298,34.19007726,0.576393412,Cobb
1883 Ruby Mtn St,33.906475,-84.6819,4,2.5,"2,339","$289,000 ","4 bed, 2.5 bath townhouse in 1883 Ruby Mtn St",27.69970982,30.91529298,36.14925406,0.560821727,Cobb
1179 Reed Rd SE,33.852893,-84.519616,3,1.5,"1,273","$179,000 ","3 bed, 1.5 bath townhouse in 1179 Reed Rd SE",15.7877636,7.772085106,17.81375291,1.241242529,Cobb
4000 N Cooper Lake Rd SE,33.856666,-84.537582,4,3,"1,541","$275,000 ","4 bed, 3 bath townhouse in 4000 N Cooper Lake Rd SE",18.11264468,13.80033166,19.74317076,1.11001304,Cobb
6493 Arbor Gate Dr SW,33.797576,-84.555412,2,2.5,"1,380","$96,500 ","2 bed, 2.5 bath townhouse in 6493 Arbor Gate Dr SW",19.30207432,18.3988095,19.28729348,1.198134591,Cobb
1084 Brownstone Dr,33.929789,-84.560549,3,2.5,"2,124","$184,500 ","3 bed, 2.5 bath townhouse in 1084 Brownstone Dr",18.99543369,18.506051,25.61553955,0.795833471,Cobb
2933 Lighthouse Ln,34.072321,-84.636474,3,2,"1,185","$164,500 ","3 bed, 2 bath townhouse in 2933 Lighthouse Ln",32.10415601,33.44541905,40.4153173,0.47604861,Cobb
631 Chestnut Hill Rd SW,33.933067,-84.571052,3,3,"2,522","$350,000 ","3 bed, 3 bath townhouse in 631 Chestnut Hill Rd SW",19.67265288,19.35166052,26.71579295,0.761802587,Cobb
4512 Woodlawn Lake Dr,33.970675,-84.419489,4,2.5,"2,276","$449,900 ","4 bed, 2.5 bath townhouse in 4512 Woodlawn Lake Dr",17.08260698,17.18688531,18.55352944,0.927607732,Cobb
401 Pine Valley Rd,33.844707,-84.750236,3,2,"1,456","$129,900 ","3 bed, 2 bath townhouse in 401 Pine Valley Rd",38.78421504,39.28829736,41.70496743,0.483983056,Cobb
5322 Pickens Rd,33.933647,-84.710227,4,2.5,"2,709","$469,900 ","4 bed, 2.5 bath townhouse in 5322 Pickens Rd",32.47384612,34.91320179,40.01705643,0.50002799,Cobb
4036 Coyte Dr,33.985242,-84.43542,5,3.5,"3,529","$475,000 ","5 bed, 3.5 bath townhouse in 4036 Coyte Dr",17.74068608,18.64212797,20.64108822,0.85809883,Cobb
2225 Heathermoor Hill Dr,34.003295,-84.401702,6,6,"8,023","$1,400,000 ","6 bed, 6 bath townhouse in 2225 Heathermoor Hill Dr",19.87603423,19.10195145,20.65446868,0.805178019,Cobb
2550 Reece Farms Trl SW,33.891437,-84.664962,4,2.5,"2,802","$276,000 ","4 bed, 2.5 bath townhouse in 2550 Reece Farms Trl SW",25.9341733,28.5654956,33.88582845,0.60372419,Cobb
2998 Sope Creek Dr,33.959354,-84.464752,4,2,"1,816","$264,900 ","4 bed, 2 bath townhouse in 2998 Sope Creek Dr",18.33681661,17.31717843,20.2965061,0.924916378,Cobb
300 Summerhour St,33.941215,-84.206649,5,4,"2,786","$559,000 ","5 bed, 4 bath townhouse in 300 Summerhour St",16.49859018,21.05958206,20.18275463,0.654837997,Cobb
3150 Lee St SE,33.876776,-84.514688,3,2,"1,204","$315,000 ","3 bed, 2 bath townhouse in 3150 Lee St SE",16.95604316,10.09079314,18.57818358,1.146477985,Cobb
2361 Barrett Cottage Pl,34.00845,-84.548514,2,2,"1,544","$190,000 ","2 bed, 2 bath townhouse in 2361 Barrett Cottage Pl",22.2461268,22.00530164,29.52887737,0.655207893,Cobb
4679 Newell Dr,33.997154,-84.411315,4,2.5,"3,126","$500,000 ","4 bed, 2.5 bath townhouse in 4679 Newell Dr",19.07542957,18.89631628,20.49048646,0.825624927,Cobb
2545 Olive Springs Rd SE,33.891502,-84.552755,3,1,"1,002","$225,000 ","3 bed, 1 bath townhouse in 2545 Olive Springs Rd SE",16.93031855,16.97045298,22.87616595,0.91981216,Cobb
32 Vanessa Dr SE,33.864365,-84.552924,4,3,"2,150","$310,000 ","4 bed, 3 bath townhouse in 32 Vanessa Dr SE",18.62108544,16.24168113,21.58883338,1.001016008,Cobb
555 Manget St SE,33.939048,-84.539527,&nbsp;,&nbsp;,"2,183","$300,000 ","NA bed, NA bath townhouse in 555 Manget St SE",18.47205647,17.27192,24.37394613,0.827213461,Cobb
1700 Rose Mill Way SE,33.872882,-84.504249,4,3.5,"3,668","$469,900 ","4 bed, 3.5 bath townhouse in 1700 Rose Mill Way SE",16.63047422,6.025557148,17.35231461,1.224753203,Cobb
1257 Wynford Colony SW,33.917184,-84.640969,4,2.5,"2,184","$259,000 ","4 bed, 2.5 bath townhouse in 1257 Wynford Colony SW",25.5616436,25.77847418,32.47446139,0.627486675,Cobb
5325 Camden Lake Dr NW,34.0128,-84.708646,5,4,"4,188","$369,000 ","5 bed, 4 bath townhouse in 5325 Camden Lake Dr NW",33.61938807,37.21083243,43.30346854,0.45279844,Cobb
228 Pindos Pl SW,33.947856,-84.704139,4,3.5,"3,212","$599,000 ","4 bed, 3.5 bath townhouse in 228 Pindos Pl SW",31.36144959,34.41054992,39.9625878,0.499315845,Cobb
73 Lilyfield Ln,34.035736,-84.780593,5,3.5,"3,200","$339,900 ","5 bed, 3.5 bath townhouse in 73 Lilyfield Ln",45.80660986,46.55160928,51.17591537,0.379911776,Cobb
1294 Camborne Ct NW,33.985797,-84.673034,3,2,"1,549","$179,000 ","3 bed, 2 bath townhouse in 1294 Camborne Ct NW",28.88671133,31.17142255,38.67455794,0.511811508,Cobb
1625 Cumberland Club Rd SW,33.895999,-84.604925,4,2.5,"1,914","$154,000 ","4 bed, 2.5 bath townhouse in 1625 Cumberland Club Rd SW",21.84793667,21.04825007,28.04757599,0.740160405,Cobb
2359 Tayside Xing NW,33.997398,-84.619735,5,4,"4,589","$589,900 ","5 bed, 4 bath townhouse in 2359 Tayside Xing NW",25.82685412,18.58954128,34.5252521,0.571090644,Cobb
418 Carmain Ln NW,33.963501,-84.634194,4,3,"2,496","$255,000 ","4 bed, 3 bath townhouse in 418 Carmain Ln NW",26.46968947,23.80140077,33.98582212,0.58844523,Cobb
679 Red Sunset Cir,33.933008,-84.688116,4,4.5,"5,220","$410,000 ","4 bed, 4.5 bath townhouse in 679 Red Sunset Cir",29.75344616,32.04947004,37.77780838,0.531735244,Cobb
1571 Smithwood Dr,33.988555,-84.49443,4,2,"1,774","$237,500 ","4 bed, 2 bath townhouse in 1571 Smithwood Dr",19.90104207,20.03582304,24.37674828,0.778763004,Cobb
1439 Wintercress Ct,34.048683,-84.51076,4,2.5,"3,204","$265,000 ","4 bed, 2.5 bath townhouse in 1439 Wintercress Ct",20.59067858,25.22001789,29.9089849,0.623924845,Cobb
5591 Forkwood Dr NW,33.994717,-84.713483,4,4.5,"4,881","$469,900 ","4 bed, 4.5 bath townhouse in 5591 Forkwood Dr NW",31.42080671,37.0317944,42.89888471,0.459030421,Cobb
3683 Lee St SE,33.863872,-84.512687,3,2,"1,730","$375,000 ","3 bed, 2 bath townhouse in 3683 Lee St SE",16.89272887,7.474021281,17.68387089,1.2258352,Cobb
3100 Boldmere Trl SE,33.86809,-84.48579,3,3.5,"2,517","$327,900 ","3 bed, 3.5 bath townhouse in 3100 Boldmere Trl SE",16.08463412,11.43516955,14.81365432,1.36972434,Cobb
1564 Gaylor Cir SE,33.842568,-84.508967,3,1,"1,168","$214,000 ","3 bed, 1 bath townhouse in 1564 Gaylor Cir SE",17.31143499,10.29386772,16.2742773,1.385802991,Cobb
3401 Liberty Ln,33.983894,-84.450843,4,2.5,"2,866","$389,900 ","4 bed, 2.5 bath townhouse in 3401 Liberty Ln",18.24625359,18.89308253,21.37561087,0.849351973,Cobb
852 Barn Owl Rd,33.971694,-84.459304,6,7,"7,964","$1,500,000 ","6 bed, 7 bath townhouse in 852 Barn Owl Rd",18.80893396,18.1619411,20.90813475,0.884377824,Cobb
252 Unity Dr NW,33.958934,-84.612707,5,5,"9,348","$949,000 ","5 bed, 5 bath townhouse in 252 Unity Dr NW",25.31574622,21.4837493,31.80279285,0.630632986,Cobb
4046 Hill House Rd SW,33.855998,-84.571525,5,4,"3,221","$415,000 ","5 bed, 4 bath townhouse in 4046 Hill House Rd SW",18.46495128,17.71499672,23.06914302,0.936519164,Cobb
1018 Regal Hills Ln,33.793693,-84.529113,4,3,"2,386","$365,900 ","4 bed, 3 bath townhouse in 1018 Regal Hills Ln",18.54427183,16.00256704,16.22563979,1.506155318,Cobb
5076 Newpark Dr NW,34.001282,-84.699989,4,2.5,"3,343","$210,375 ","4 bed, 2.5 bath townhouse in 5076 Newpark Dr NW",31.97961973,35.58864153,41.93709959,0.469158383,Cobb
3235 New Rutledge Rd NW,34.026974,-84.647671,3,2,"1,502","$155,000 ","3 bed, 2 bath townhouse in 3235 New Rutledge Rd NW",27.78823238,30.11171915,38.60220719,0.50598407,Cobb
3563 Greenway Dr SW,33.866462,-84.59787,5,2.5,"2,257","$170,000 ","5 bed, 2.5 bath townhouse in 3563 Greenway Dr SW",21.69154854,15.42774578,26.13763613,0.810303745,Cobb
4528 Madison Ridge Pl NW,33.959842,-84.681045,4,3.5,"2,717","$339,900 ","4 bed, 3.5 bath townhouse in 4528 Madison Ridge Pl NW",26.55724999,31.58859703,38.21587898,0.521868376,Cobb
614 Braidwood Dr NW,33.971923,-84.731918,4,2.5,"2,370","$279,900 ","4 bed, 2.5 bath townhouse in 614 Braidwood Dr NW",34.61855933,38.54607957,43.68745346,0.452460108,Cobb
4698 Andrea Pointe,34.019493,-84.421004,4,4.5,"4,010","$899,900 ","4 bed, 4.5 bath townhouse in 4698 Andrea Pointe",18.2897056,20.8053371,22.89691395,0.752139302,Cobb
1953 Cheatham Woods Dr SW,33.904613,-84.59304,2,2.5,"1,419","$80,000 ","2 bed, 2.5 bath townhouse in 1953 Cheatham Woods Dr SW",21.70487457,20.54404098,27.29014371,0.758761605,Cobb
3000 Sanders Dr,33.814888,-84.613523,4,2.5,"1,440","$120,000 ","4 bed, 2.5 bath townhouse in 3000 Sanders Dr",23.17299914,22.57744391,26.14951894,0.823984441,Cobb
5451 Highland Preserve Dr,33.819175,-84.52246,4,3.5,"3,704","$400,000 ","4 bed, 3.5 bath townhouse in 5451 Highland Preserve Dr",18.00617698,14.2921514,16.585133,1.418302366,Cobb
1920 Enchanted Woods Trl,34.055626,-84.500934,5,3,"3,896","$345,000 ","5 bed, 3 bath townhouse in 1920 Enchanted Woods Trl",20.25011927,25.55246053,29.86988455,0.619500559,Cobb
145 Cuthbert Ln,34.06668,-84.741378,4,4.5,"4,135","$580,000 ","4 bed, 4.5 bath townhouse in 145 Cuthbert Ln",42.63381681,43.70431276,49.02670306,0.394778045,Cobb
4240 Blackland Dr,33.95091,-84.428096,6,5.5,"4,817","$615,000 ","6 bed, 5.5 bath townhouse in 4240 Blackland Dr",18.68735473,16.04433029,17.42818788,1.016585455,Cobb
925 Westersham Pl SW,33.931129,-84.584083,5,4.5,"3,594","$345,000 ","5 bed, 4.5 bath townhouse in 925 Westersham Pl SW",21.5456548,20.44526245,27.77272116,0.733812843,Cobb
2318 Woodcrest Dr SE,33.861126,-84.525222,4,2.5,"2,750","$365,000 ","4 bed, 2.5 bath townhouse in 2318 Woodcrest Dr SE",16.69292148,10.5043373,18.76001276,1.163494785,Cobb
4762 Nelda Dr,33.83782,-84.622632,3,2,"1,292","$110,000 ","3 bed, 2 bath townhouse in 4762 Nelda Dr",23.44586827,21.91852763,27.74646582,0.765054965,Cobb
4844 Beckford Pl,33.912478,-84.69686,3,2,"1,459","$167,900 ","3 bed, 2 bath townhouse in 4844 Beckford Pl",30.2562657,32.90262163,37.88875129,0.532405393,Cobb
2964 Octavia Cir,33.979064,-84.466323,5,4.5,"3,700","$795,000 ","5 bed, 4.5 bath townhouse in 2964 Octavia Cir",19.03000892,18.84587365,21.89928002,0.84810893,Cobb
4315 Walforde Blvd,34.060199,-84.642173,4,2.5,"2,966","$225,000 ","4 bed, 2.5 bath townhouse in 4315 Walforde Blvd",30.64168278,32.81458251,40.11553994,0.481631384,Cobb
6123 Indian Wood Cir SE,33.80289,-84.509269,4,3.5,"2,810","$257,000 ","4 bed, 3.5 bath townhouse in 6123 Indian Wood Cir SE",17.01763214,14.15213204,14.53091423,1.7279407,Cobb
5392 Owl Creek Pointe,33.9649,-84.713195,4,3.5,"3,583","$420,000 ","4 bed, 3.5 bath townhouse in 5392 Owl Creek Pointe",31.78688421,35.99634407,41.55660691,0.477468587,Cobb
258 Grand Manor Dr,33.946176,-84.480087,4,2.5,"2,318","$300,000 ","4 bed, 2.5 bath townhouse in 258 Grand Manor Dr",16.2735053,16.44979226,20.32894726,0.949359032,Cobb
2516 Lakewood Dr NW,34.013986,-84.624495,3,2.5,"1,050","$149,800 ","3 bed, 2.5 bath townhouse in 2516 Lakewood Dr NW",26.99609437,24.95766685,35.88521219,0.546025164,Cobb
3410 Atlanta Rd SE,33.870235,-84.495841,3,3,"2,930","$375,800 ","3 bed, 3 bath townhouse in 3410 Atlanta Rd SE",15.97223593,10.02517237,16.31049554,1.291007766,Cobb
2276 Remington Ct NE,34.060031,-84.483009,4,3.5,"2,128","$279,900 ","4 bed, 3.5 bath townhouse in 2276 Remington Ct NE",21.02265857,25.45148915,29.23956362,0.624324578,Cobb
4205 Kinsmon Way,33.990047,-84.420524,5,4,"3,339","$599,500 ","5 bed, 4 bath townhouse in 4205 Kinsmon Way",18.80305051,18.61600184,20.28786763,0.848685739,Cobb
2068 Fairhill Ln NW,33.957393,-84.617904,4,5,"6,151","$634,150 ","4 bed, 5 bath townhouse in 2068 Fairhill Ln NW",25.59145962,22.01628633,32.19092347,0.623396386,Cobb
4631 Smoke Rise Ln,34.007549,-84.416163,4,2.5,"3,248","$375,000 ","4 bed, 2.5 bath townhouse in 4631 Smoke Rise Ln",19.64459959,19.7937754,21.63252205,0.789724805,Cobb
1700 Fair Oak Way,33.814376,-84.505699,3,2.5,"1,952","$214,000 ","3 bed, 2.5 bath townhouse in 1700 Fair Oak Way",16.75888135,13.61583347,14.67961401,1.658516922,Cobb
4316 Highborne Dr NE,34.05685,-84.452759,5,5.5,"8,227","$750,000 ","5 bed, 5.5 bath townhouse in 4316 Highborne Dr NE",22.14158094,24.43732832,27.50207406,0.647755716,Cobb
110 Brookcrest Dr,33.952306,-84.470876,5,3.5,"2,328","$265,000 ","5 bed, 3.5 bath townhouse in 110 Brookcrest Dr",17.65631849,16.84096654,20.15915616,0.943016988,Cobb
2188 Chartwell Dr,34.035059,-84.486692,4,3,"2,424","$254,840 ","4 bed, 3 bath townhouse in 2188 Chartwell Dr",19.0643492,23.54651237,27.44613255,0.672305204,Cobb
2415 Spring Lake Dr NE,34.001316,-84.480425,4,3,"2,713","$335,000 ","4 bed, 3 bath townhouse in 2415 Spring Lake Dr NE",19.69929947,20.79289976,24.45812946,0.761450098,Cobb
1370 Cooks Farm Ct NW,33.987648,-84.670455,5,6,"4,770","$550,000 ","5 bed, 6 bath townhouse in 1370 Cooks Farm Ct NW",28.86218277,30.84564817,38.52733428,0.513533239,Cobb
3771 Spring House Ct SE,33.944046,-84.442718,4,3,"1,897","$342,900 ","4 bed, 3 bath townhouse in 3771 Spring House Ct SE",18.53540912,15.87171829,17.76706538,1.033227028,Cobb
3010 Octavia Cir,33.980873,-84.466949,5,4.5,"3,700","$675,000 ","5 bed, 4.5 bath townhouse in 3010 Octavia Cir",19.08646442,18.99366169,22.07631696,0.841044892,Cobb
2588 Octavia Ln,33.979804,-84.47647,5,4,"1,305","$675,000 ","5 bed, 4 bath townhouse in 2588 Octavia Ln",19.16392999,19.08898715,22.57870302,0.831522421,Cobb
4415 Blackland Dr,33.95085,-84.423054,3,3,"1,966","$649,900 ","3 bed, 3 bath townhouse in 4415 Blackland Dr",18.66190439,15.90678598,17.11244407,1.021846466,Cobb
3776 Allyn Dr NW,34.023925,-84.660751,3,2,"2,100","$186,000 ","3 bed, 2 bath townhouse in 3776 Allyn Dr NW",29.27610917,31.63297669,39.56104495,0.494428255,Cobb
3703 Mill Lake Dr,33.868698,-84.577575,4,2.5,"2,566","$219,000 ","4 bed, 2.5 bath townhouse in 3703 Mill Lake Dr",19.6104824,17.98376396,24.19694072,0.881379822,Cobb
4245 Defoors Farm Trl,33.853092,-84.723228,5,3,"3,854","$244,900 ","5 bed, 3 bath townhouse in 4245 Defoors Farm Trl",34.92509243,35.98039343,38.94497833,0.521430462,Cobb
421 Bentwater Dr,34.052101,-84.770576,6,5,"5,040","$414,750 ","6 bed, 5 bath townhouse in 421 Bentwater Dr",45.38821354,46.15113419,50.98830535,0.380374734,Cobb
1626 Omara Ln SE,33.837187,-84.50747,5,3.5,"3,441","$380,000 ","5 bed, 3.5 bath townhouse in 1626 Omara Ln SE",17.32060467,11.4739339,15.88050292,1.438239156,Cobb
43 Clover Ct,33.826092,-84.749702,4,2,"2,168","$159,900 ","4 bed, 2 bath townhouse in 43 Clover Ct",39.02413162,39.34493502,41.32398788,0.489642127,Cobb
3702 Villa Springs Cir,33.86275,-84.670348,2,2,"1,333","$168,000 ","2 bed, 2 bath townhouse in 3702 Villa Springs Cir",25.39361856,29.18553202,33.53052545,0.614580517,Cobb
5162 Inwood Pl,33.827266,-84.514167,6,5,"4,017","$705,000 ","6 bed, 5 bath townhouse in 5162 Inwood Pl",17.32661713,12.98413879,16.10195049,1.44751582,Cobb
2759 New Macland Rd,33.887185,-84.67482,4,3,"1,800","$349,900 ","4 bed, 3 bath townhouse in 2759 New Macland Rd",25.48560373,29.83847045,34.75659216,0.587776368,Cobb
1961 Heatherbrooke Way NW,34.002952,-84.710601,5,4,"3,557","$391,768 ","5 bed, 4 bath townhouse in 1961 Heatherbrooke Way NW",33.13661609,37.00932221,43.01163989,0.456962483,Cobb
251 Ennisbrook Dr SE,33.87564,-84.54039,4,2.5,270,"$317,999 ","4 bed, 2.5 bath townhouse in 251 Ennisbrook Dr SE",17.42287359,14.8045372,20.9249857,1.023085053,Cobb
518 Duke Dr,34.000385,-84.536453,4,2,"1,952","$207,500 ","4 bed, 2 bath townhouse in 518 Duke Dr",21.99082874,20.88194902,28.10381366,0.688038785,Cobb
4411 George David Way,33.860794,-84.682395,3,2,"1,952","$179,900 ","3 bed, 2 bath townhouse in 4411 George David Way",26.74564646,30.79781118,34.7537595,0.590812702,Cobb
479 Vine Creek Dr,34.046284,-84.771126,4,3.5,"3,184","$260,000 ","4 bed, 3.5 bath townhouse in 479 Vine Creek Dr",45.13795474,45.95050659,50.76339397,0.382453379,Cobb
3932 Shoemaker Ct,34.046764,-84.436386,5,3.5,"3,392","$399,500 ","5 bed, 3.5 bath townhouse in 3932 Shoemaker Ct",20.0116318,23.24959632,25.92563307,0.676653568,Cobb
3312 Woodrun Trl,34.037689,-84.45079,4,3,"2,544","$199,900 ","4 bed, 3 bath townhouse in 3312 Woodrun Trl",20.19519299,22.90996553,25.79167612,0.691749792,Cobb
3305 Doyle Ln SW,33.872599,-84.584365,4,2,"2,057","$175,000 ","4 bed, 2 bath townhouse in 3305 Doyle Ln SW",20.23644718,18.10510332,25.03270806,0.847255905,Cobb
3811 Valley Green Dr,33.964397,-84.440261,4,3,"3,863","$500,000 ","4 bed, 3 bath townhouse in 3811 Valley Green Dr",18.52624702,17.25855691,19.21691257,0.938197254,Cobb
5427 Alanis Pl SE,33.821661,-84.489391,3,3.5,"2,544","$265,000 ","3 bed, 3.5 bath townhouse in 5427 Alanis Pl SE",16.63374738,12.88845071,13.34138506,1.80748723,Cobb
2214 Rosemoore Walk,34.022445,-84.486408,4,3.5,"2,476","$264,900 ","4 bed, 3.5 bath townhouse in 2214 Rosemoore Walk",18.70885028,22.54352539,26.44375283,0.701102724,Cobb
1484 Springleaf Cir SE,33.888743,-84.503627,3,2.5,"1,168","$145,000 ","3 bed, 2.5 bath townhouse in 1484 Springleaf Cir SE",16.5220184,10.99400089,18.27616974,1.140592907,Cobb
275 Brownstone Cir,33.930288,-84.56061,3,2.5,"2,184","$191,000 ","3 bed, 2.5 bath townhouse in 275 Brownstone Cir",19.00014587,18.50727612,25.64867899,0.79451623,Cobb
3846 Rockhaven Ct,34.044208,-84.488655,6,6.5,"7,924","$889,900 ","6 bed, 6.5 bath townhouse in 3846 Rockhaven Ct",20.05176287,24.3218858,28.27811708,0.651382468,Cobb
1487 Dolcetto Trce NW,33.999797,-84.596931,3,2.5,"1,978","$196,000 ","3 bed, 2.5 bath townhouse in 1487 Dolcetto Trce NW",25.87621504,21.99250425,32.74981965,0.600162232,Cobb
2838 Colleton Dr,34.022429,-84.524948,3,2.5,"2,171","$265,000 ","3 bed, 2.5 bath townhouse in 2838 Colleton Dr",21.38106724,23.19091591,28.85632625,0.659004892,Cobb
4530 Club House Dr,34.059049,-84.445743,5,3.5,"3,413","$399,900 ","5 bed, 3.5 bath townhouse in 4530 Club House Dr",22.47565062,24.43269427,27.38251095,0.646076797,Cobb
4971 Jenny Dr,34.072031,-84.678195,2,2.5,"1,304","$108,000 ","2 bed, 2.5 bath townhouse in 4971 Jenny Dr",33.29262521,37.37511827,43.80211248,0.440837186,Cobb
3571 Hidden Hollow Ct,33.973442,-84.448104,4,2.5,"2,384","$375,000 ","4 bed, 2.5 bath townhouse in 3571 Hidden Hollow Ct",18.3704825,18.07237839,20.38784832,0.891576946,Cobb
1806 Lily Pond Way NW,33.976162,-84.605042,4,2.5,"2,984","$289,900 ","4 bed, 2.5 bath townhouse in 1806 Lily Pond Way NW",25.36778643,19.16603508,32.06233883,0.620288391,Cobb
546 Fort St NE,33.954097,-84.536241,3,1,961,"$50,000 ","3 bed, 1 bath townhouse in 546 Fort St NE",18.02246247,16.83482811,25.0398963,0.795209419,Cobb
4305 Hiram Lithia Springs Rd,33.849632,-84.70404,3,2,"1,780","$107,000 ","3 bed, 2 bath townhouse in 4305 Hiram Lithia Springs Rd",32.030267,33.62079945,36.79290054,0.555501157,Cobb
